Source,Station,StationID,Region
EMP,EZ2 2016-08-10,EMP EZ2 2016-08-10,Lower Sacramento River
EMP,EZ2 2016-09-12,EMP EZ2 2016-09-12,Lower Sacramento River
EMP,EZ2 2016-10-24,EMP EZ2 2016-10-24,Lower Sacramento River
EMP,EZ2 2016-11-07,EMP EZ2 2016-11-07,Lower Sacramento River
EMP,EZ2 2016-12-09,EMP EZ2 2016-12-09,Lower Sacramento River
EMP,EZ2 2017-01-11,EMP EZ2 2017-01-11,Western Delta
EMP,EZ2 2017-02-10,EMP EZ2 2017-02-10,Western Delta
EMP,EZ2 2017-03-10,EMP EZ2 2017-03-10,Suisun Bay
EMP,EZ2 2017-06-19,EMP EZ2 2017-06-19,Suisun Bay
EMP,EZ2 2017-07-18,EMP EZ2 2017-07-18,Suisun Bay
EMP,EZ2 2017-08-16,EMP EZ2 2017-08-16,Lower Sacramento River
EMP,EZ2 2017-09-14,EMP EZ2 2017-09-14,Suisun Bay
EMP,EZ2 2017-10-12,EMP EZ2 2017-10-12,Lower Sacramento River
EMP,EZ2 2017-11-09,EMP EZ2 2017-11-09,Lower Sacramento River
EMP,EZ2 2017-12-08,EMP EZ2 2017-12-08,Lower Sacramento River
EMP,EZ2 2018-01-05,EMP EZ2 2018-01-05,Lower Sacramento River
EMP,EZ2 2018-02-08,EMP EZ2 2018-02-08,Lower Sacramento River
EMP,EZ2 2018-03-14,EMP EZ2 2018-03-14,Lower Sacramento River
EMP,EZ2 2018-04-11,EMP EZ2 2018-04-11,Suisun Bay
EMP,EZ2 2018-05-10,EMP EZ2 2018-05-10,Suisun Bay
EMP,EZ2 2018-06-08,EMP EZ2 2018-06-08,Suisun Bay
EMP,EZ2 2018-07-10,EMP EZ2 2018-07-10,Lower Sacramento River
EMP,EZ2 2018-08-07,EMP EZ2 2018-08-07,Lower Sacramento River
EMP,EZ2 2018-09-13,EMP EZ2 2018-09-13,Lower Sacramento River
EMP,EZ2 2018-10-12,EMP EZ2 2018-10-12,Lower Sacramento River
EMP,EZ2 2018-11-20,EMP EZ2 2018-11-20,Lower Sacramento River
EMP,EZ2 2018-12-11,EMP EZ2 2018-12-11,Lower Sacramento River
EMP,EZ6 2004-01-21,EMP EZ6 2004-01-21,Suisun Bay
EMP,EZ6 2004-02-19,EMP EZ6 2004-02-19,Suisun Bay
EMP,EZ6 2004-03-17,EMP EZ6 2004-03-17,Suisun Bay
EMP,EZ6 2004-05-13,EMP EZ6 2004-05-13,Suisun Bay
EMP,EZ6 2004-06-09,EMP EZ6 2004-06-09,Suisun Bay
EMP,EZ6 2004-07-08,EMP EZ6 2004-07-08,Lower Sacramento River
EMP,EZ6 2004-08-24,EMP EZ6 2004-08-24,Suisun Bay
EMP,EZ6 2004-09-23,EMP EZ6 2004-09-23,Lower Sacramento River
EMP,EZ6 2004-10-21,EMP EZ6 2004-10-21,Lower Sacramento River
EMP,EZ6 2004-11-22,EMP EZ6 2004-11-22,Lower Sacramento River
EMP,EZ6 2005-01-20,EMP EZ6 2005-01-20,Suisun Bay
EMP,EZ6 2005-02-17,EMP EZ6 2005-02-17,Suisun Bay
EMP,EZ6 2005-03-22,EMP EZ6 2005-03-22,Suisun Bay
EMP,EZ6 2005-04-19,EMP EZ6 2005-04-19,Suisun Bay
EMP,EZ6 2005-05-19,EMP EZ6 2005-05-19,Suisun Bay
EMP,EZ6 2005-06-16,EMP EZ6 2005-06-16,Suisun Bay
EMP,EZ6 2005-07-14,EMP EZ6 2005-07-14,Suisun Bay
EMP,EZ6 2005-08-11,EMP EZ6 2005-08-11,Suisun Bay
EMP,EZ6 2005-09-26,EMP EZ6 2005-09-26,Suisun Bay
EMP,EZ6 2005-10-25,EMP EZ6 2005-10-25,Lower Sacramento River
EMP,EZ6 2005-11-22,EMP EZ6 2005-11-22,Lower Sacramento River
EMP,EZ6 2005-12-22,EMP EZ6 2005-12-22,Suisun Bay
EMP,EZ6 2006-01-24,EMP EZ6 2006-01-24,Suisun Bay
EMP,EZ6 2006-02-22,EMP EZ6 2006-02-22,Suisun Bay
EMP,EZ6 2006-03-23,EMP EZ6 2006-03-23,Suisun Bay
EMP,EZ6 2006-04-25,EMP EZ6 2006-04-25,Western Delta
EMP,EZ6 2006-05-22,EMP EZ6 2006-05-22,Suisun Bay
EMP,EZ6 2006-06-26,EMP EZ6 2006-06-26,Suisun Bay
EMP,EZ6 2006-07-18,EMP EZ6 2006-07-18,Suisun Bay
EMP,EZ6 2006-08-16,EMP EZ6 2006-08-16,Suisun Bay
EMP,EZ6 2006-09-14,EMP EZ6 2006-09-14,Suisun Bay
EMP,EZ6 2006-10-16,EMP EZ6 2006-10-16,Lower Sacramento River
EMP,EZ6 2006-11-14,EMP EZ6 2006-11-14,Lower Sacramento River
EMP,EZ6 2006-12-12,EMP EZ6 2006-12-12,Lower Sacramento River
EMP,EZ6 2007-01-16,EMP EZ6 2007-01-16,Lower Sacramento River
EMP,EZ6 2007-02-14,EMP EZ6 2007-02-14,Suisun Bay
EMP,EZ6 2007-03-13,EMP EZ6 2007-03-13,Suisun Bay
EMP,EZ6 2007-04-12,EMP EZ6 2007-04-12,Suisun Bay
EMP,EZ6 2007-05-10,EMP EZ6 2007-05-10,Suisun Bay
EMP,EZ6 2007-06-11,EMP EZ6 2007-06-11,Suisun Bay
EMP,EZ6 2007-07-20,EMP EZ6 2007-07-20,Suisun Bay
EMP,EZ6 2007-08-20,EMP EZ6 2007-08-20,Suisun Bay
EMP,EZ6 2007-09-19,EMP EZ6 2007-09-19,Lower Sacramento River
EMP,EZ6 2007-10-17,EMP EZ6 2007-10-17,Lower Sacramento River
EMP,EZ6 2007-11-15,EMP EZ6 2007-11-15,Lower Sacramento River
EMP,EZ6 2007-12-17,EMP EZ6 2007-12-17,Lower Sacramento River
EMP,EZ6 2008-01-16,EMP EZ6 2008-01-16,Suisun Bay
EMP,EZ6 2008-02-15,EMP EZ6 2008-02-15,Suisun Bay
EMP,EZ6 2008-03-14,EMP EZ6 2008-03-14,Suisun Bay
EMP,EZ6 2008-04-14,EMP EZ6 2008-04-14,Suisun Bay
EMP,EZ6 2008-05-12,EMP EZ6 2008-05-12,Suisun Bay
EMP,EZ6 2008-06-11,EMP EZ6 2008-06-11,Suisun Bay
EMP,EZ6 2008-07-09,EMP EZ6 2008-07-09,Lower Sacramento River
EMP,EZ6 2008-08-11,EMP EZ6 2008-08-11,Lower Sacramento River
EMP,EZ6 2008-09-05,EMP EZ6 2008-09-05,Lower Sacramento River
EMP,EZ6 2008-10-06,EMP EZ6 2008-10-06,Lower Sacramento River
EMP,EZ6 2008-11-19,EMP EZ6 2008-11-19,Lower Sacramento River
EMP,EZ6 2008-12-05,EMP EZ6 2008-12-05,Lower Sacramento River
EMP,EZ6 2009-01-16,EMP EZ6 2009-01-16,Lower Sacramento River
EMP,EZ6 2009-02-19,EMP EZ6 2009-02-19,Suisun Bay
EMP,EZ6 2009-03-20,EMP EZ6 2009-03-20,Suisun Bay
EMP,EZ6 2009-04-17,EMP EZ6 2009-04-17,Suisun Bay
EMP,EZ6 2009-05-18,EMP EZ6 2009-05-18,Suisun Bay
EMP,EZ6 2009-06-17,EMP EZ6 2009-06-17,Suisun Bay
EMP,EZ6 2009-07-15,EMP EZ6 2009-07-15,Suisun Bay
EMP,EZ6 2009-08-14,EMP EZ6 2009-08-14,Lower Sacramento River
EMP,EZ6 2009-09-11,EMP EZ6 2009-09-11,Lower Sacramento River
EMP,EZ6 2009-10-09,EMP EZ6 2009-10-09,Lower Sacramento River
EMP,EZ6 2009-11-06,EMP EZ6 2009-11-06,Lower Sacramento River
EMP,EZ6 2009-12-10,EMP EZ6 2009-12-10,Lower Sacramento River
EMP,EZ6 2010-01-08,EMP EZ6 2010-01-08,Lower Sacramento River
EMP,EZ6 2010-03-10,EMP EZ6 2010-03-10,Suisun Bay
EMP,EZ6 2010-04-07,EMP EZ6 2010-04-07,Suisun Bay
EMP,EZ6 2010-05-07,EMP EZ6 2010-05-07,Suisun Bay
EMP,EZ6 2010-06-04,EMP EZ6 2010-06-04,Suisun Bay
EMP,EZ6 2010-07-06,EMP EZ6 2010-07-06,Suisun Bay
EMP,EZ6 2010-08-04,EMP EZ6 2010-08-04,Suisun Bay
EMP,EZ6 2010-09-15,EMP EZ6 2010-09-15,Lower Sacramento River
EMP,EZ6 2010-10-14,EMP EZ6 2010-10-14,Lower Sacramento River
EMP,EZ6 2010-11-15,EMP EZ6 2010-11-15,Lower Sacramento River
EMP,EZ6 2010-12-15,EMP EZ6 2010-12-15,Suisun Bay
EMP,EZ6 2011-01-14,EMP EZ6 2011-01-14,Suisun Bay
EMP,EZ6 2011-02-14,EMP EZ6 2011-02-14,Lower Sacramento River
EMP,EZ6 2011-03-14,EMP EZ6 2011-03-14,Suisun Bay
EMP,EZ6 2011-04-14,EMP EZ6 2011-04-14,Suisun Bay
EMP,EZ6 2011-05-16,EMP EZ6 2011-05-16,Western Delta
EMP,EZ6 2011-06-08,EMP EZ6 2011-06-08,Suisun Bay
EMP,EZ6 2011-07-08,EMP EZ6 2011-07-08,Suisun Bay
EMP,EZ6 2011-08-23,EMP EZ6 2011-08-23,Suisun Bay
EMP,EZ6 2011-09-21,EMP EZ6 2011-09-21,Suisun Bay
EMP,EZ6 2011-10-19,EMP EZ6 2011-10-19,Suisun Bay
EMP,EZ6 2011-11-18,EMP EZ6 2011-11-18,Lower Sacramento River
EMP,EZ6 2011-12-19,EMP EZ6 2011-12-19,Lower Sacramento River
EMP,EZ6 2012-01-19,EMP EZ6 2012-01-19,Lower Sacramento River
EMP,EZ6 2012-02-15,EMP EZ6 2012-02-15,Suisun Bay
EMP,EZ6 2012-03-16,EMP EZ6 2012-03-16,Lower Sacramento River
EMP,EZ6 2012-04-13,EMP EZ6 2012-04-13,Suisun Bay
EMP,EZ6 2012-05-14,EMP EZ6 2012-05-14,Suisun Bay
EMP,EZ6 2012-06-13,EMP EZ6 2012-06-13,Suisun Bay
EMP,EZ6 2012-07-11,EMP EZ6 2012-07-11,Suisun Bay
EMP,EZ6 2012-08-09,EMP EZ6 2012-08-09,Suisun Bay
EMP,EZ6 2012-09-07,EMP EZ6 2012-09-07,Lower Sacramento River
EMP,EZ6 2012-10-08,EMP EZ6 2012-10-08,Lower Sacramento River
EMP,EZ6 2012-11-07,EMP EZ6 2012-11-07,Lower Sacramento River
EMP,EZ6 2012-12-10,EMP EZ6 2012-12-10,Suisun Bay
EMP,EZ6 2013-01-22,EMP EZ6 2013-01-22,Suisun Bay
EMP,EZ6 2013-02-21,EMP EZ6 2013-02-21,Suisun Bay
EMP,EZ6 2013-03-22,EMP EZ6 2013-03-22,Suisun Bay
EMP,EZ6 2013-04-22,EMP EZ6 2013-04-22,Suisun Bay
EMP,EZ6 2013-05-20,EMP EZ6 2013-05-20,Suisun Bay
EMP,EZ6 2013-06-18,EMP EZ6 2013-06-18,Suisun Bay
EMP,EZ6 2013-07-17,EMP EZ6 2013-07-17,Suisun Bay
EMP,EZ6 2013-08-14,EMP EZ6 2013-08-14,Suisun Bay
EMP,EZ6 2013-09-25,EMP EZ6 2013-09-25,Lower Sacramento River
EMP,EZ6 2013-10-11,EMP EZ6 2013-10-11,Lower Sacramento River
EMP,EZ6 2013-11-12,EMP EZ6 2013-11-12,Lower Sacramento River
EMP,EZ6 2013-12-11,EMP EZ6 2013-12-11,Lower Sacramento River
EMP,EZ6 2014-01-10,EMP EZ6 2014-01-10,Lower Sacramento River
EMP,EZ6 2014-02-10,EMP EZ6 2014-02-10,Lower Sacramento River
EMP,EZ6 2014-03-10,EMP EZ6 2014-03-10,Suisun Bay
EMP,EZ6 2014-04-09,EMP EZ6 2014-04-09,Suisun Bay
EMP,EZ6 2014-05-09,EMP EZ6 2014-05-09,Lower Sacramento River
EMP,EZ6 2014-06-06,EMP EZ6 2014-06-06,Lower Sacramento River
EMP,EZ6 2014-07-07,EMP EZ6 2014-07-07,Lower Sacramento River
EMP,EZ6 2014-08-19,EMP EZ6 2014-08-19,Lower Sacramento River
EMP,EZ6 2014-09-18,EMP EZ6 2014-09-18,Lower Sacramento River
EMP,EZ6 2014-10-03,EMP EZ6 2014-10-03,Lower Sacramento River
EMP,EZ6 2014-11-14,EMP EZ6 2014-11-14,Lower Sacramento River
EMP,EZ6 2014-12-17,EMP EZ6 2014-12-17,Suisun Bay
EMP,EZ6 2015-01-16,EMP EZ6 2015-01-16,Lower Sacramento River
EMP,EZ6 2015-02-13,EMP EZ6 2015-02-13,Suisun Bay
EMP,EZ6 2015-03-13,EMP EZ6 2015-03-13,Lower Sacramento River
EMP,EZ6 2015-04-13,EMP EZ6 2015-04-13,Lower Sacramento River
EMP,EZ6 2015-05-13,EMP EZ6 2015-05-13,Lower Sacramento River
EMP,EZ6 2015-06-10,EMP EZ6 2015-06-10,Lower Sacramento River
EMP,EZ6 2015-07-10,EMP EZ6 2015-07-10,Lower Sacramento River
EMP,EZ6 2015-08-25,EMP EZ6 2015-08-25,Lower Sacramento River
EMP,EZ6 2015-09-22,EMP EZ6 2015-09-22,Lower Sacramento River
EMP,EZ6 2015-10-21,EMP EZ6 2015-10-21,Lower Sacramento River
EMP,EZ6 2015-11-04,EMP EZ6 2015-11-04,Lower Sacramento River
EMP,EZ6 2015-12-04,EMP EZ6 2015-12-04,Lower Sacramento River
EMP,EZ6 2016-01-06,EMP EZ6 2016-01-06,Lower Sacramento River
EMP,EZ6 2016-02-03,EMP EZ6 2016-02-03,Suisun Bay
EMP,EZ6 2016-03-04,EMP EZ6 2016-03-04,Lower Sacramento River
EMP,EZ6 2016-04-15,EMP EZ6 2016-04-15,Suisun Bay
EMP,EZ6 2016-05-13,EMP EZ6 2016-05-13,Suisun Bay
EMP,EZ6 2016-06-13,EMP EZ6 2016-06-13,Suisun Bay
EMP,EZ6 2016-07-13,EMP EZ6 2016-07-13,Suisun Bay
EMP,EZ6 2016-08-10,EMP EZ6 2016-08-10,Suisun Bay
EMP,EZ6 2016-09-12,EMP EZ6 2016-09-12,Lower Sacramento River
EMP,EZ6 2016-10-24,EMP EZ6 2016-10-24,Lower Sacramento River
EMP,EZ6 2016-11-07,EMP EZ6 2016-11-07,Lower Sacramento River
EMP,EZ6 2016-12-09,EMP EZ6 2016-12-09,Lower Sacramento River
EMP,EZ6 2017-01-11,EMP EZ6 2017-01-11,Western Delta
EMP,EZ6 2017-02-10,EMP EZ6 2017-02-10,Western Delta
EMP,EZ6 2017-03-10,EMP EZ6 2017-03-10,Western Delta
EMP,EZ6 2017-04-07,EMP EZ6 2017-04-07,Suisun Bay
EMP,EZ6 2017-05-22,EMP EZ6 2017-05-22,Suisun Bay
EMP,EZ6 2017-06-19,EMP EZ6 2017-06-19,Suisun Bay
EMP,EZ6 2017-07-18,EMP EZ6 2017-07-18,Suisun Bay
EMP,EZ6 2017-08-16,EMP EZ6 2017-08-16,Suisun Bay
EMP,EZ6 2017-09-14,EMP EZ6 2017-09-14,Suisun Bay
EMP,EZ6 2017-10-12,EMP EZ6 2017-10-12,Suisun Bay
EMP,EZ6 2017-11-09,EMP EZ6 2017-11-09,Lower Sacramento River
EMP,EZ6 2017-12-08,EMP EZ6 2017-12-08,Lower Sacramento River
EMP,EZ6 2018-01-05,EMP EZ6 2018-01-05,Lower Sacramento River
EMP,EZ6 2018-02-08,EMP EZ6 2018-02-08,Suisun Bay
EMP,EZ6 2018-03-14,EMP EZ6 2018-03-14,Lower Sacramento River
EMP,EZ6 2018-04-11,EMP EZ6 2018-04-11,Suisun Bay
EMP,EZ6 2018-05-10,EMP EZ6 2018-05-10,Suisun Bay
EMP,EZ6 2018-06-08,EMP EZ6 2018-06-08,Suisun Bay
EMP,EZ6 2018-07-10,EMP EZ6 2018-07-10,Suisun Bay
EMP,EZ6 2018-08-07,EMP EZ6 2018-08-07,Suisun Bay
EMP,EZ6 2018-09-13,EMP EZ6 2018-09-13,Lower Sacramento River
EMP,EZ6 2018-10-12,EMP EZ6 2018-10-12,Lower Sacramento River
EMP,EZ6 2018-11-20,EMP EZ6 2018-11-20,Lower Sacramento River
EMP,EZ6 2018-12-11,EMP EZ6 2018-12-11,Lower Sacramento River
EMP,EZ2-SJR 2014-06-04,EMP EZ2-SJR 2014-06-04,Lower Joaquin River
EMP,EZ2-SJR 2014-07-02,EMP EZ2-SJR 2014-07-02,Lower Joaquin River
EMP,EZ2-SJR 2014-08-14,EMP EZ2-SJR 2014-08-14,Lower Joaquin River
EMP,EZ2-SJR 2014-09-15,EMP EZ2-SJR 2014-09-15,Lower Joaquin River
EMP,EZ2-SJR 2014-10-01,EMP EZ2-SJR 2014-10-01,Lower Joaquin River
EMP,EZ2-SJR 2014-11-12,EMP EZ2-SJR 2014-11-12,Lower Joaquin River
EMP,EZ2-SJR 2015-04-09,EMP EZ2-SJR 2015-04-09,Lower Joaquin River
EMP,EZ2-SJR 2015-06-08,EMP EZ2-SJR 2015-06-08,Lower Joaquin River
EMP,EZ2-SJR 2015-07-08,EMP EZ2-SJR 2015-07-08,Lower Joaquin River
EMP,EZ2-SJR 2015-08-19,EMP EZ2-SJR 2015-08-19,Lower Joaquin River
EMP,EZ2-SJR 2015-09-17,EMP EZ2-SJR 2015-09-17,Lower Joaquin River
EMP,EZ2-SJR 2015-11-02,EMP EZ2-SJR 2015-11-02,Lower Joaquin River
EMP,EZ2-SJR 2015-12-02,EMP EZ2-SJR 2015-12-02,Lower Joaquin River
EMP,EZ2-SJR 2016-01-04,EMP EZ2-SJR 2016-01-04,Lower Joaquin River
EMP,EZ2-SJR 2016-08-08,EMP EZ2-SJR 2016-08-08,Lower Joaquin River
EMP,EZ2-SJR 2016-10-20,EMP EZ2-SJR 2016-10-20,Lower Joaquin River
EMP,EZ2-SJR 2016-11-03,EMP EZ2-SJR 2016-11-03,Lower Joaquin River
EMP,EZ2-SJR 2016-12-08,EMP EZ2-SJR 2016-12-08,Lower Joaquin River
EMP,EZ2-SJR 2017-12-11,EMP EZ2-SJR 2017-12-11,Lower Joaquin River
EMP,EZ2-SJR 2018-01-08,EMP EZ2-SJR 2018-01-08,Lower Joaquin River
EMP,EZ2-SJR 2018-07-19,EMP EZ2-SJR 2018-07-19,Lower Joaquin River
EMP,EZ2-SJR 2018-08-03,EMP EZ2-SJR 2018-08-03,Lower Joaquin River
EMP,EZ2-SJR 2018-09-14,EMP EZ2-SJR 2018-09-14,Lower Joaquin River
EMP,EZ2-SJR 2018-10-15,EMP EZ2-SJR 2018-10-15,Lower Joaquin River
EMP,EZ2-SJR 2018-12-12,EMP EZ2-SJR 2018-12-12,Lower Joaquin River
EMP,EZ6-SJR 2014-06-04,EMP EZ6-SJR 2014-06-04,Lower Joaquin River
EMP,EZ6-SJR 2014-07-02,EMP EZ6-SJR 2014-07-02,Lower Joaquin River
EMP,EZ6-SJR 2014-08-14,EMP EZ6-SJR 2014-08-14,Lower Joaquin River
EMP,EZ6-SJR 2014-09-15,EMP EZ6-SJR 2014-09-15,Lower Joaquin River
EMP,EZ6-SJR 2014-10-01,EMP EZ6-SJR 2014-10-01,Lower Joaquin River
EMP,EZ6-SJR 2014-11-12,EMP EZ6-SJR 2014-11-12,Lower Joaquin River
EMP,EZ6-SJR 2015-04-09,EMP EZ6-SJR 2015-04-09,Lower Joaquin River
EMP,EZ6-SJR 2015-06-08,EMP EZ6-SJR 2015-06-08,Lower Joaquin River
EMP,EZ6-SJR 2015-07-08,EMP EZ6-SJR 2015-07-08,Lower Joaquin River
EMP,EZ6-SJR 2015-08-19,EMP EZ6-SJR 2015-08-19,Lower Joaquin River
EMP,EZ6-SJR 2015-09-17,EMP EZ6-SJR 2015-09-17,Lower Joaquin River
EMP,EZ6-SJR 2015-11-02,EMP EZ6-SJR 2015-11-02,Lower Joaquin River
EMP,EZ6-SJR 2015-12-02,EMP EZ6-SJR 2015-12-02,Lower Joaquin River
EMP,EZ6-SJR 2016-01-04,EMP EZ6-SJR 2016-01-04,Lower Joaquin River
EMP,EZ6-SJR 2016-10-20,EMP EZ6-SJR 2016-10-20,Lower Joaquin River
EMP,EZ6-SJR 2016-11-03,EMP EZ6-SJR 2016-11-03,Lower Joaquin River
EMP,EZ6-SJR 2018-01-08,EMP EZ6-SJR 2018-01-08,Lower Joaquin River
EMP,EZ6-SJR 2018-10-15,EMP EZ6-SJR 2018-10-15,Lower Joaquin River
EMP,D41-C,NA,NA
EMP,D41A-C,NA,NA
EMP,C9-L,NA,Southern Delta
EMP,D7-C,NA,Suisun Marsh
EMP,D4-L,NA,Lower Sacramento River
EMP,D16-L,NA,Lower Joaquin River
EMP,D24-L,NA,Lower Sacramento River
EMP,D6-R,NA,Suisun Bay
EMP,P8-R,NA,NA
EMP,D28A-L,NA,Southern Delta
EMP,C3-C,NA,NA
EMP,C3-L,NA,NA
EMP,C3-R,NA,NA
EMP,C7-C,NA,NA
EMP,C7-L,NA,NA
EMP,C7-R,NA,NA
EMP,C9-C,NA,Southern Delta
EMP,D10-C,NA,Suisun Bay
EMP,D10-L,NA,Suisun Bay
EMP,D10-R,NA,Suisun Bay
EMP,D11-C,NA,Lower Sacramento River
EMP,D11-L,NA,Lower Sacramento River
EMP,D11-R,NA,Lower Sacramento River
EMP,D12-C,NA,Lower Joaquin River
EMP,D14A-C,NA,Lower Joaquin River
EMP,D14A-L,NA,Lower Joaquin River
EMP,D14A-R,NA,Lower Joaquin River
EMP,D16-C,NA,Lower Joaquin River
EMP,D19-C,NA,Southern Delta
EMP,D19-L,NA,Southern Delta
EMP,D19-R,NA,Southern Delta
EMP,D26-C,NA,Lower Joaquin River
EMP,D26-L,NA,Lower Joaquin River
EMP,D26-R,NA,Lower Joaquin River
EMP,D28A-C,NA,Southern Delta
EMP,D28A-R,NA,Southern Delta
EMP,D4-C,NA,Lower Sacramento River
EMP,D4-R,NA,Lower Sacramento River
EMP,D6-L,NA,Suisun Bay
EMP,D6-C,NA,Suisun Bay
EMP,D7-L,NA,Suisun Marsh
EMP,D7-R,NA,Suisun Marsh
EMP,D8-C,NA,Suisun Bay
EMP,D9-C,NA,Suisun Bay
EMP,D9-R,NA,Suisun Bay
EMP,MD6-C,NA,NA
EMP,MD6-L,NA,NA
EMP,MD6-R,NA,NA
EMP,MD7-C,NA,NA
EMP,MD7-L,NA,NA
EMP,MD7-R,NA,NA
EMP,P8-C,NA,NA
EMP,P8-L,NA,NA
